 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,彼のスピーチは素晴らしくて_いんしょうてき_だった。,印象的,印象的,感情的,印象的,積極的,
,問題集の_かいせつ_を読んでもよくわかりません。,解説,解答,解説,説明,指導,
,家族以外の前で_えんそう_するのは初めてです。,演奏,演説,演技,演奏,表演,
,学校の友達と８人で_だんたいりょこう_の申し込みをした。,団体旅行,団体旅行,男対旅行,個人旅行,体操旅行,
,ホテルやネットカフェなど、_しゅくはく_できる場所はたくさんある。,宿泊,祝白,宿題,宿泊,居住,
,エッセイは_随筆_ともいう。,ずいひつ,ずいひつ,ずいせつ,すいひつ,すいせつ,
,映画はテレビではなく_劇場_で観るのが好きだ。,げきじょう,れきば,えいがかん,げきじょう,ぶたい,
,公演初日の_幕_が上がった。,まく,ぼ,はか,しき,まく,
,母は_裁縫_が得意でシャツを作ってくれた。,さいほう,さほう,さいほう,さいしゅう,さほ,
,海外旅行のために_航空券_を買った。,こうくうけん,こうくうけん,こうくけん,こうくうき,こうくうぶん,
